log2FoldChange,baseMean,padj,position,bin,product,gene,domain,phylum,class,order,family,genus,species
-0.888632352,6.556048177,0.004240722,NODE_862_length_31004_cov_12.961194_pgaptmp_003397,201007_15_DNA_mat_2_bottom_bin.43,hypothetical protein,NA,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,Halothece,NA
-1.01548811,6.29379535,0.031746829,NODE_1_length_432127_cov_13.923126_pgaptmp_001064,201007_15_DNA_mat_2_bottom_bin.43,diguanylate cyclase,NA,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,Halothece,NA
1.054478295,14.40527626,0.018950457,NODE_17_length_157510_cov_12.865682_pgaptmp_000744,201007_15_DNA_mat_2_bottom_bin.43,phosphoketolase family protein,NA,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,Halothece,NA
-2.281814645,15.78404773,4.34E-05,NODE_14_length_166721_cov_14.227047_pgaptmp_000334,201007_15_DNA_mat_2_bottom_bin.43,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,bchL,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Rubidibacteraceae,Halothece,NA
-0.217924985,3471.287112,6.73E-09,NODE_12856_length_4913_cov_11.162207_pgaptmp_000060,201005_12_DNA_mat_2_bin.50,SufD family Fe-S cluster assembly protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.16537193,3945.587435,0.005410447,NODE_525_length_34031_cov_8.006681_pgaptmp_000820,201005_12_DNA_mat_2_bin.50,aldehyde ferredoxin oxidoreductase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.500573817,3537.421995,2.72E-23,NODE_2050_length_17223_cov_6.861253_pgaptmp_000245,201005_12_DNA_mat_2_bin.50,superoxide dismutase,sod,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.32434983,4709.310656,0.001925852,NODE_672_length_30442_cov_8.014677_pgaptmp_000924,201005_12_DNA_mat_2_bin.50,molybdopterin-dependent oxidoreductase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.290901139,1870.714694,2.09E-12,NODE_987_length_25390_cov_9.012789_pgaptmp_001189,201005_12_DNA_mat_2_bin.50,"ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent",NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.157031979,1158.866564,0.025017938,NODE_3622_length_12144_cov_7.966747_pgaptmp_000571,201005_12_DNA_mat_2_bin.50,glutamate synthase large subunit,gltB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.142892412,1360.470429,0.000133188,NODE_779_length_28468_cov_9.981769_pgaptmp_001044,201005_12_DNA_mat_2_bin.50,type B DNA-directed DNA polymerase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.160466579,996.6328552,2.42E-05,NODE_978_length_25478_cov_10.007552_pgaptmp_001151,201005_12_DNA_mat_2_bin.50,DNA-directed RNA polymerase subunit N,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.152309552,883.1273847,0.000132893,NODE_2148_length_16730_cov_9.240840_pgaptmp_000265,201005_12_DNA_mat_2_bin.50,DUF21 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.136505833,756.3059218,0.012707705,NODE_9214_length_6299_cov_5.869955_pgaptmp_001120,201005_12_DNA_mat_2_bin.50,DUF5797 family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.217636667,561.3596351,3.89E-05,NODE_6909_length_7763_cov_6.799429_pgaptmp_000990,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.764523273,410.4726513,4.41E-24,NODE_24964_length_2970_cov_6.512864_pgaptmp_000348,201005_12_DNA_mat_2_bin.50,acetolactate synthase small subunit,ilvN,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.297499656,407.5945224,7.30E-05,NODE_365_length_39720_cov_7.395739_pgaptmp_000615,201005_12_DNA_mat_2_bin.50,ATP-dependent protease LonB,lonB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.22040792,535.8255879,0.002073252,NODE_6681_length_7957_cov_8.788914_pgaptmp_000913,201005_12_DNA_mat_2_bin.50,TCP-1/cpn60 chaperonin family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.182920612,442.1736005,0.005710659,NODE_813_length_28012_cov_7.692099_pgaptmp_001072,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.129554391,404.8953698,0.006075621,NODE_12856_length_4913_cov_11.162207_pgaptmp_000063,201005_12_DNA_mat_2_bin.50,Fe-S cluster assembly protein SufD,sufD,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.254350718,418.4592221,5.42E-05,NODE_779_length_28468_cov_9.981769_pgaptmp_001050,201005_12_DNA_mat_2_bin.50,aminomethyl transferase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.20548031,388.1158126,0.007435906,NODE_6962_length_7720_cov_9.110894_pgaptmp_001017,201005_12_DNA_mat_2_bin.50,cell division control protein Cdc6,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.190051632,438.9791465,0.010686899,NODE_813_length_28012_cov_7.692099_pgaptmp_001071,201005_12_DNA_mat_2_bin.50,transcription initiation factor IIB,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.440996045,1237.146399,0.004832994,NODE_672_length_30442_cov_8.014677_pgaptmp_000939,201005_12_DNA_mat_2_bin.50,glycerol kinase GlpK,glpK,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.241985714,262.6889042,0.001351895,NODE_6909_length_7763_cov_6.799429_pgaptmp_000994,201005_12_DNA_mat_2_bin.50,ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.218578359,519.500721,0.036936398,NODE_9682_length_6070_cov_12.031089_pgaptmp_001135,201005_12_DNA_mat_2_bin.50,ABC transporter substrate-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.17731575,264.9392718,0.013075153,NODE_10178_length_5854_cov_9.810140_pgaptmp_000015,201005_12_DNA_mat_2_bin.50,transcription initiation factor IIB,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.157412263,257.8037105,0.013251246,NODE_13362_length_4766_cov_7.149862_pgaptmp_000069,201005_12_DNA_mat_2_bin.50,SAM-dependent chlorinase/fluorinase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.266207704,154.1935627,0.01084486,NODE_18134_length_3800_cov_5.921228_pgaptmp_000135,201005_12_DNA_mat_2_bin.50,2-oxoacid:ferredoxin oxidoreductase subunit beta,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.277771823,174.2578111,0.000640891,NODE_516_length_34186_cov_9.269520_pgaptmp_000784,201005_12_DNA_mat_2_bin.50,ORC1-type DNA replication protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.63687342,135.2756017,1.20E-11,NODE_5129_length_9605_cov_6.303665_pgaptmp_000748,201005_12_DNA_mat_2_bin.50,acetolactate synthase large subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.252949407,156.637768,0.012502545,NODE_9854_length_5995_cov_8.535185_pgaptmp_001183,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.229558665,197.1007934,0.036561772,NODE_9682_length_6070_cov_12.031089_pgaptmp_001131,201005_12_DNA_mat_2_bin.50,FAD-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.333190501,185.1615932,0.013251246,NODE_1382_length_21412_cov_7.287540_pgaptmp_000088,201005_12_DNA_mat_2_bin.50,thioredoxin domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.237066358,233.644372,0.014494834,NODE_5579_length_9060_cov_8.378901_pgaptmp_000852,201005_12_DNA_mat_2_bin.50,transcription initiation factor IIB 2,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.525780807,106.488042,0.001351895,NODE_5129_length_9605_cov_6.303665_pgaptmp_000747,201005_12_DNA_mat_2_bin.50,2-isopropylmalate synthase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.254208953,92.24677078,0.005541914,NODE_365_length_39720_cov_7.395739_pgaptmp_000576,201005_12_DNA_mat_2_bin.50,cytochrome bc complex cytochrome b subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.385087862,180.4722804,0.010686899,NODE_525_length_34031_cov_8.006681_pgaptmp_000806,201005_12_DNA_mat_2_bin.50,aconitate hydratase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.23670163,92.42446776,0.027326484,NODE_4508_length_10565_cov_6.465937_pgaptmp_000644,201005_12_DNA_mat_2_bin.50,thiamine pyrophosphate-dependent enzyme,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.555937547,221.4054086,5.94E-05,NODE_672_length_30442_cov_8.014677_pgaptmp_000937,201005_12_DNA_mat_2_bin.50,AAA family ATPase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.275448736,141.3213696,0.038274945,NODE_346_length_41062_cov_8.018655_pgaptmp_000533,201005_12_DNA_mat_2_bin.50,glutathione S-transferase family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.267276268,79.72682916,0.02405718,NODE_779_length_28468_cov_9.981769_pgaptmp_001049,201005_12_DNA_mat_2_bin.50,methylenetetrahydrofolate reductase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.252952682,108.4630863,0.02405718,NODE_978_length_25478_cov_10.007552_pgaptmp_001171,201005_12_DNA_mat_2_bin.50,50S ribosomal protein L10,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.384804013,135.9934964,6.65E-05,NODE_672_length_30442_cov_8.014677_pgaptmp_000940,201005_12_DNA_mat_2_bin.50,anaerobic glycerol-3-phosphate dehydrogenase subunit A,glpA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.416998989,87.42866674,0.008227152,NODE_516_length_34186_cov_9.269520_pgaptmp_000773,201005_12_DNA_mat_2_bin.50,alanine--tRNA ligase,alaS,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.66856492,40.80225137,0.002902236,NODE_18134_length_3800_cov_5.921228_pgaptmp_000139,201005_12_DNA_mat_2_bin.50,phosphoserine phosphatase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.263009474,83.07299544,0.014761157,NODE_1105_length_23954_cov_8.191263_pgaptmp_000029,201005_12_DNA_mat_2_bin.50,porphobilinogen synthase,hemB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.391933794,72.2990327,0.022945855,NODE_678_length_30335_cov_7.662153_pgaptmp_000964,201005_12_DNA_mat_2_bin.50,archaeal proteasome endopeptidase complex subunit beta,psmB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.835624488,68.74486481,3.21E-17,NODE_24964_length_2970_cov_6.512864_pgaptmp_000349,201005_12_DNA_mat_2_bin.50,3-isopropylmalate dehydratase large subunit,leuC,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.594715341,59.23502738,3.70E-05,NODE_24964_length_2970_cov_6.512864_pgaptmp_000350,201005_12_DNA_mat_2_bin.50,ketol-acid reductoisomerase,ilvC,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.353644021,43.88567148,0.014657929,NODE_978_length_25478_cov_10.007552_pgaptmp_001180,201005_12_DNA_mat_2_bin.50,30S ribosomal protein S2,rpsB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.33949359,104.4688038,0.000118158,NODE_266_length_46462_cov_8.009740_pgaptmp_000403,201005_12_DNA_mat_2_bin.50,ATP-binding protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.287278644,123.3880945,0.010686899,NODE_987_length_25390_cov_9.012789_pgaptmp_001201,201005_12_DNA_mat_2_bin.50,molybdopterin biosynthesis protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.306949157,72.5950527,0.008041196,NODE_1105_length_23954_cov_8.191263_pgaptmp_000038,201005_12_DNA_mat_2_bin.50,60S ribosomal export protein NMD3,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.467263669,31.32308809,0.008235342,NODE_365_length_39720_cov_7.395739_pgaptmp_000597,201005_12_DNA_mat_2_bin.50,phosphoenolpyruvate synthase,ppsA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.500865982,51.2072802,0.001483093,NODE_813_length_28012_cov_7.692099_pgaptmp_001076,201005_12_DNA_mat_2_bin.50,DUF3100 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.396047488,91.06839008,0.002720297,NODE_6681_length_7957_cov_8.788914_pgaptmp_000915,201005_12_DNA_mat_2_bin.50,AAA family ATPase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.754252886,56.29158235,0.001483093,NODE_3763_length_11870_cov_8.148879_pgaptmp_000617,201005_12_DNA_mat_2_bin.50,DUF5794 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.647934782,22.35746914,0.010686899,NODE_1105_length_23954_cov_8.191263_pgaptmp_000036,201005_12_DNA_mat_2_bin.50,ATP-dependent DNA helicase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.740097537,34.14353722,9.54E-08,NODE_978_length_25478_cov_10.007552_pgaptmp_001163,201005_12_DNA_mat_2_bin.50,DUF655 domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.807249107,18.73130145,0.003277921,NODE_10178_length_5854_cov_9.810140_pgaptmp_000016,201005_12_DNA_mat_2_bin.50,ATP-binding cassette domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.484965349,18.2955408,0.033580607,NODE_2310_length_16045_cov_7.278737_pgaptmp_000313,201005_12_DNA_mat_2_bin.50,phosphate ABC transporter ATP-binding protein PstB,pstB,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.549740519,22.79614164,0.045756315,NODE_987_length_25390_cov_9.012789_pgaptmp_001199,201005_12_DNA_mat_2_bin.50,Hsp20/alpha crystallin family protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.575100634,22.08118995,0.021287871,NODE_4528_length_10536_cov_7.198645_pgaptmp_000656,201005_12_DNA_mat_2_bin.50,helix-turn-helix domain-containing protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.764829357,15.57373291,0.001464589,NODE_3765_length_11869_cov_8.173608_pgaptmp_000639,201005_12_DNA_mat_2_bin.50,acetyl-CoA carboxylase biotin carboxylase subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.999303329,5.385571066,0.038088996,NODE_2050_length_17223_cov_6.861253_pgaptmp_000228,201005_12_DNA_mat_2_bin.50,shikimate kinase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.751036404,10.84278296,0.013251246,NODE_20579_length_3443_cov_8.094451_pgaptmp_000253,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.83297533,4.702027001,0.025327821,NODE_266_length_46462_cov_8.009740_pgaptmp_000380,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.674960822,10.47867513,0.036561772,NODE_4602_length_10413_cov_8.278818_pgaptmp_000685,201005_12_DNA_mat_2_bin.50,PadR family transcriptional regulator,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.821384315,15.74682625,0.001558691,NODE_3610_length_12164_cov_8.106285_pgaptmp_000565,201005_12_DNA_mat_2_bin.50,isocitrate/isopropylmalate family dehydrogenase,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.688243003,11.91689496,0.027055765,NODE_3610_length_12164_cov_8.106285_pgaptmp_000566,201005_12_DNA_mat_2_bin.50,3-isopropylmalate dehydratase small subunit,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
1.026127948,6.990393606,0.001351895,NODE_365_length_39720_cov_7.395739_pgaptmp_000602,201005_12_DNA_mat_2_bin.50,pyruvate kinase,pyk,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-0.697617206,7.705179808,0.040705853,NODE_2155_length_16702_cov_8.536974_pgaptmp_000302,201005_12_DNA_mat_2_bin.50,orotate phosphoribosyltransferase-like protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
-1.21769832,8.559269324,0.00434814,NODE_978_length_25478_cov_10.007552_pgaptmp_001173,201005_12_DNA_mat_2_bin.50,hypothetical protein,NA,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloquadratum,NA
0.287001608,162.3393906,0.003456852,NODE_4927_length_13539_cov_15.703723_pgaptmp_001319,201005_11_DNA_mat_1_bin.140,chemotaxis protein CheA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.505150235,153.9260209,0.000997087,NODE_2985_length_17727_cov_15.579900_pgaptmp_000860,201005_11_DNA_mat_1_bin.140,RNA polymerase subunit sigma,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.840088937,23.69681957,0.016939094,NODE_58891_length_2932_cov_15.270421_pgaptmp_001494,201005_11_DNA_mat_1_bin.140,hypothetical protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.782351453,14.01217664,0.035799657,NODE_2985_length_17727_cov_15.579900_pgaptmp_000861,201005_11_DNA_mat_1_bin.140,molybdopterin-dependent oxidoreductase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.539362971,18.07488033,1.87E-07,NODE_1280_length_27100_cov_16.308412_pgaptmp_000184,201005_11_DNA_mat_1_bin.140,5-aminolevulinate synthase,hemA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
1.411652604,4.023320375,0.010728563,NODE_1111_length_28862_cov_16.938765_pgaptmp_000042,201005_11_DNA_mat_1_bin.140,LPS export ABC transporter permease LptG,lptG,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.314963232,4.560779832,0.003239712,NODE_2254_length_20503_cov_16.994669_pgaptmp_000639,201005_11_DNA_mat_1_bin.140,ASKHA domain-containing protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.772745254,10.66479916,4.31E-09,NODE_22649_length_5492_cov_14.476182_pgaptmp_000670,201005_11_DNA_mat_1_bin.140,magnesium chelatase subunit H,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.979882569,22.79119517,0.002707786,NODE_9284_length_9508_cov_16.148736_pgaptmp_001882,201005_11_DNA_mat_1_bin.140,hypothetical protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.278072464,13.36080028,2.64E-07,NODE_2985_length_17727_cov_15.579900_pgaptmp_000863,201005_11_DNA_mat_1_bin.140,sulfur oxidation c-type cytochrome SoxA,soxA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.629055099,2.648701679,0.02626834,NODE_2985_length_17727_cov_15.579900_pgaptmp_000866,201005_11_DNA_mat_1_bin.140,sulfur oxidation c-type cytochrome SoxX,soxX,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.97266865,22.97241662,0.003899962,NODE_1280_length_27100_cov_16.308412_pgaptmp_000182,201005_11_DNA_mat_1_bin.140,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,acsF,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.683033704,11.95853508,0.003548884,NODE_1280_length_27100_cov_16.308412_pgaptmp_000175,201005_11_DNA_mat_1_bin.140,ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein,chlL,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.002782736,3.720346021,0.045938712,NODE_26511_length_4968_cov_14.906167_pgaptmp_000773,201005_11_DNA_mat_1_bin.140,NAD(P)/FAD-dependent oxidoreductase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.729924234,39.58285295,1.24E-07,NODE_22649_length_5492_cov_14.476182_pgaptmp_000668,201005_11_DNA_mat_1_bin.140,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-0.764241525,15.85446292,0.03217332,NODE_26511_length_4968_cov_14.906167_pgaptmp_000771,201005_11_DNA_mat_1_bin.140,c-type cytochrome,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.96923928,4.027147141,1.96E-05,NODE_22649_length_5492_cov_14.476182_pgaptmp_000669,201005_11_DNA_mat_1_bin.140,AAA family ATPase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-2.149991722,3.821764449,1.33E-06,NODE_1280_length_27100_cov_16.308412_pgaptmp_000179,201005_11_DNA_mat_1_bin.140,PH domain-containing protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-2.336130258,51.03762757,3.49E-21,NODE_25281_length_5121_cov_17.151402_pgaptmp_000744,201005_11_DNA_mat_1_bin.140,photosynthetic reaction center subunit M,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-2.336769517,15.01064586,4.75E-08,NODE_1280_length_27100_cov_16.308412_pgaptmp_000178,201005_11_DNA_mat_1_bin.140,photosynthetic reaction center subunit H,puhA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.96546321,17.20531438,8.56E-07,NODE_25281_length_5121_cov_17.151402_pgaptmp_000745,201005_11_DNA_mat_1_bin.140,photosynthetic reaction center cytochrome c subunit family protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-2.04401809,5.399653558,0.000226472,NODE_1280_length_27100_cov_16.308412_pgaptmp_000177,201005_11_DNA_mat_1_bin.140,PucC family protein,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.05206758,4.381360774,0.032965242,NODE_44467_length_3532_cov_14.755824_pgaptmp_001244,201005_11_DNA_mat_1_bin.140,carbamoyl phosphate synthase large subunit,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.473959441,2.488357417,0.012364119,NODE_44467_length_3532_cov_14.755824_pgaptmp_001245,201005_11_DNA_mat_1_bin.140,magnesium-protoporphyrin IX monomethyl ester anaerobic oxidative cyclase,bchE,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-2.46644672,3.933014983,3.72E-06,NODE_9284_length_9508_cov_16.148736_pgaptmp_001883,201005_11_DNA_mat_1_bin.140,2-vinyl bacteriochlorophyllide hydratase,bchF,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
-1.716883773,2.020282715,0.000481473,NODE_9284_length_9508_cov_16.148736_pgaptmp_001888,201005_11_DNA_mat_1_bin.140,geranylgeranyl diphosphate reductase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
0.233981019,828.1193581,0.009536129,NODE_11602_length_6231_cov_5.763115_pgaptmp_000216,201005_10_DNA_sed_1_bin.16,HAD-IC family P-type ATPase,NA,Bacteria,Proteobacteria,Alphaproteobacteria,DSM-16000,Inquilinaceae,JAAAOG01,NA
-0.478428601,89.35208811,0.010011897,NODE_6060_length_9273_cov_4.701345_pgaptmp_003101,201005_10_DNA_sed_1_bin.16,serine--tRNA ligase,serS,Bacteria,Proteobacteria,Alphaproteobacteria,DSM-16000,Inquilinaceae,JAAAOG01,NA
